,film_id,title,original_language,genre_ids,release_date,popularity,vote_average,vote_count
66,709631,Cobweb,en,[27],2023-07-19,213.221,6.9,384
67,1047041,Detective Conan: Black Iron Submarine,ja,"[16, 28, 80, 9648]",2023-04-14,211.792,6.6,38
68,1172009,The Black Book,en,"[9648, 53, 28]",2023-09-22,210.924,8.1,12
69,1142740,Murder City,en,"[80, 53, 28]",2023-06-29,208.685,7.4,5
70,1175306,Me Vuelves Loca,es,[35],2023-09-07,206.695,8.6,55
71,791373,Zack Snyder's Justice League,en,"[28, 12, 14]",2021-03-18,204.729,8.2,9194
72,1135229,I Am Rage,en,"[28, 53, 27]",2023-09-14,204.593,6.7,19
73,1030987,Sympathy for the Devil,en,"[28, 53]",2023-07-20,204.073,6.3,103
74,634649,Spider-Man: No Way Home,en,"[28, 12, 878]",2021-12-15,203.339,8.0,18289
75,758323,The Pope's Exorcist,en,"[27, 53]",2023-04-05,201.994,7.2,1963
76,459003,Mavka: The Forest Song,uk,"[16, 12, 10751, 14]",2023-03-02,201.966,7.4,392
77,457332,Hidden Strike,en,"[28, 12, 53, 35]",2023-07-06,201.133,7.0,748
78,496450,"Miraculous: Ladybug & Cat Noir, The Movie",fr,"[16, 10751, 28, 14, 10749]",2023-07-05,197.799,7.8,592
79,1076487,Warhorse One,en,"[28, 18, 10752]",2023-06-30,196.914,7.2,178
80,1164486,Rick and Morty: The Great Yokai Battle of Akihabara,pt,[],2021-01-01,196.873,6.5,1
81,882569,Guy Ritchie's The Covenant,en,"[10752, 28, 53]",2023-04-19,192.705,7.8,1632
82,361743,Top Gun: Maverick,en,"[28, 18]",2022-05-24,192.646,8.3,7542
83,1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,ja,"[28, 12, 14, 16]",2023-08-08,189.896,7.3,98
84,869855,H4Z4RD,nl,"[28, 35]",2022-07-20,187.565,6.2,21
85,818110,The Magic Flute,en,"[12, 14, 10402, 18]",2022-09-30,180.762,6.4,63
86,640146,Ant-Man and the Wasp: Quantumania,en,"[28, 12, 878]",2023-02-15,179.767,6.4,3995
87,697843,Extraction 2,en,"[28, 53]",2023-06-09,179.025,7.5,1804
88,156022,The Equalizer,en,"[53, 28, 80]",2014-09-24,178.605,7.2,8145
89,1158385,Spirit of Fear,en,[27],2023-07-31,176.658,6.3,7
90,744276,After Ever Happy,en,"[10749, 18]",2022-08-24,175.133,6.8,989
91,354912,Coco,en,"[10751, 16, 14, 10402, 35, 12]",2017-10-27,174.484,8.2,17726
92,1002185,A Million Miles Away,en,"[18, 36]",2023-09-08,174.057,8.1,157
93,467407,Kokoro to Karada,ja,[18],2004-12-11,173.664,7.0,1
94,532408,The Boogeyman,en,"[27, 53, 9648]",2023-05-31,171.391,6.8,407
95,677179,Creed III,en,"[18, 28]",2023-03-01,169.068,7.2,1985
96,671,Harry Potter and the Philosopher's Stone,en,"[12, 14]",2001-11-16,168.009,7.9,25371
97,37265,All Ladies Do It,it,"[35, 18]",1992-02-21,167.87,4.8,334
98,505642,Black Panther: Wakanda Forever,en,"[28, 12, 878]",2022-11-09,167.414,7.2,5463
99,423108,The Conjuring: The Devil Made Me Do It,en,"[27, 9648, 53]",2021-05-25,166.638,7.5,5406
100,537915,After,en,"[10749, 18]",2019-04-11,166.626,7.1,7779
101,157336,Interstellar,en,"[12, 18, 878]",2014-11-05,166.575,8.4,32560
102,536437,Hypnotic,en,"[9648, 53, 878]",2023-05-11,165.851,6.5,589
103,977177,Home for Rent,th,"[27, 53, 9648]",2023-04-06,162.605,7.1,36
104,766507,Prey,en,"[53, 28, 878]",2022-08-02,162.128,7.8,5812
105,1163045,Jagun Jagun,yo,"[28, 18]",2023-08-10,162.047,6.5,47
106,9453,Caligula,en,"[18, 36, 10749]",1979-08-14,161.336,6.0,728
107,10726,American Psycho II: All American Girl,en,"[27, 53]",2002-04-22,161.074,4.5,353
108,934433,Scream VI,en,"[27, 80, 53]",2023-03-08,159.785,7.2,1818
109,1020394,The Squad: Home Run,fr,"[28, 18]",2023-08-25,159.155,6.1,62
110,744275,After We Fell,en,"[10749, 18]",2021-09-01,158.572,7.1,2308
111,1005031,A Trip to Infinity,en,[99],2022-09-26,157.78,7.2,94
112,998731,Sasaki and Miyano: Graduation,ja,"[16, 10749]",2023-02-17,157.326,6.4,18
113,1058696,Rotting in the Sun,es,[35],2023-09-08,156.271,6.9,18
114,1081713,Deep Sea Python,zh,"[53, 27]",2023-02-02,155.593,7.5,11
115,1149381,Soulcatcher,pl,"[28, 12, 53]",2023-08-02,154.713,6.6,192
116,945729,A Haunting in Venice,en,"[9648, 53, 80]",2023-09-13,154.004,6.8,460
117,568124,Encanto,en,"[16, 35, 10751, 14]",2021-10-13,153.729,7.6,8605
118,40108,Emmanuelle: Queen of Sados,el,"[80, 18]",1980-03-12,152.703,5.6,33
119,155,The Dark Knight,en,"[18, 28, 80, 53]",2008-07-16,152.272,8.5,30611
120,1003581,Justice League: Warworld,en,"[16, 28, 878, 12]",2023-07-25,150.776,7.3,164
121,176,Saw,en,"[27, 9648, 80]",2004-10-01,149.879,7.4,8324
122,1094713,The Mistress,en,"[27, 53]",2023-07-28,149.601,4.8,10
123,283995,Guardians of the Galaxy Vol. 2,en,"[878, 12, 28]",2017-04-19,148.87,7.6,20344
124,67308,3-D Sex and Zen: Extreme Ecstasy,cn,"[36, 10749, 18]",2011-04-14,146.727,5.3,127
125,713704,Evil Dead Rise,en,"[53, 27]",2023-04-12,146.624,7.0,2278
126,1167913,Piglady,en,"[27, 80]",2023-08-22,146.572,4.0,7
127,594767,Shazam! Fury of the Gods,en,"[35, 28, 14]",2023-03-15,146.38,6.7,2409
128,675445,PAW Patrol: The Movie,en,"[16, 10751, 12, 35]",2021-08-09,146.072,7.4,1141
129,805298,In the Light of the Night,de,[9648],2022-04-07,145.767,7.9,6
130,995012,The Tutor,en,"[9648, 53, 28]",2023-03-24,144.978,6.3,54
131,264859,Six Swedish Girls in Alps,de,"[10749, 35]",1983-07-22,144.928,5.9,30
132,1103825,War of the Worlds: The Attack,en,"[878, 9648, 53]",2023-04-21,144.606,5.3,126
133,656216,Bernie the Dolphin 2,en,"[10751, 35, 12]",2019-12-17,144.139,6.2,12
134,958182,Heroic,es,"[18, 53]",2023-09-21,143.629,7.0,3
135,1015936,Feed,sv,[27],2022-10-28,143.504,6.7,24
136,991708,El Conde,es,"[35, 27, 14]",2023-09-08,143.313,6.5,80
137,1126577,Til Death Do Us Part,en,"[27, 53, 28]",2023-08-03,142.68,5.9,23
138,940241,97 Minutes,en,"[53, 28]",2023-06-09,142.291,4.8,37
139,950071,Jaane Jaan,hi,"[80, 53]",2023-09-21,141.94,7.2,28
140,493529,Dungeons & Dragons: Honor Among Thieves,en,"[12, 14, 35]",2023-03-23,141.726,7.5,2317
141,1122634,Once Upon a Crime,ja,"[12, 14, 35]",2023-09-13,141.446,6.8,64
142,278,The Shawshank Redemption,en,"[18, 80]",1994-09-23,141.401,8.7,24644
143,324552,John Wick: Chapter 2,en,"[28, 53, 80]",2017-02-08,141.106,7.3,12003
144,42968,The Nun,es,"[27, 9648]",2005-11-03,138.059,5.5,215
145,1115694,Goatman,en,[27],2023-04-17,136.293,6.9,18
146,1061181,Kingdom 3: The Flame of Fate,ja,"[28, 12, 10752]",2023-07-28,135.94,7.6,66
147,840326,Sisu,fi,"[28, 10752]",2023-01-27,135.851,7.5,1314
148,507086,Jurassic World Dominion,en,"[12, 28, 878]",2022-06-01,135.425,6.8,5218
149,274855,Geostorm,en,"[28, 878, 53]",2017-10-12,135.225,6.1,4438
150,324857,Spider-Man: Into the Spider-Verse,en,"[28, 12, 16, 878]",2018-12-06,134.509,8.4,14016
151,977246,Sorcery,es,"[27, 9648, 12]",2023-01-21,134.122,6.4,18
152,414906,The Batman,en,"[80, 9648, 53]",2022-03-01,133.656,7.7,8574
153,1121575,Babylon 5: The Road Home,en,"[16, 878, 28, 12]",2023-08-15,133.376,6.8,51
154,675,Harry Potter and the Order of the Phoenix,en,"[12, 14]",2007-07-08,132.776,7.7,18172
155,916224,Suzume,ja,"[16, 18, 12, 14]",2022-11-11,132.082,8.0,682
156,729120,Cassandro,es,[18],2023-09-14,131.277,6.6,44
157,672,Harry Potter and the Chamber of Secrets,en,"[12, 14]",2002-11-13,130.987,7.7,20384
158,644124,Dampyr,it,"[27, 14, 28]",2022-10-28,130.685,6.5,75
159,406563,Insidious: The Last Key,en,"[27, 9648, 53]",2018-01-03,130.187,6.3,2678
160,9890,The Stepford Wives,en,"[35, 878, 27]",2004-06-10,129.379,5.7,1208
161,12444,Harry Potter and the Deathly Hallows: Part 1,en,"[12, 14]",2010-11-17,128.542,7.8,17775
162,674,Harry Potter and the Goblet of Fire,en,"[12, 14]",2005-11-16,128.491,7.8,19279
163,324786,Hacksaw Ridge,en,"[18, 36, 10752]",2016-10-07,128.434,8.2,12665
164,99861,Avengers: Age of Ultron,en,"[28, 12, 878]",2015-04-22,128.065,7.3,21751
165,271110,Captain America: Civil War,en,"[12, 28, 878]",2016-04-27,127.97,7.4,21536
166,1088812,SpongeBob SquarePants Presents The Tidal Zone,en,"[16, 35, 12]",2023-01-13,127.946,7.4,22
167,767,Harry Potter and the Half-Blood Prince,en,"[12, 14]",2009-07-15,127.551,7.7,18122
168,122,The Lord of the Rings: The Return of the King,en,"[12, 14, 28]",2003-12-01,127.501,8.5,22321
169,238,The Godfather,en,"[18, 80]",1972-03-14,124.317,8.7,18673
170,868759,Ghosted,en,"[28, 35, 10749]",2023-04-18,124.294,7.1,1311
171,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,"[12, 10751, 14]",2005-12-07,124.268,7.1,9806
172,813477,Shin Kamen Rider,ja,"[28, 18, 878]",2023-03-17,123.403,7.0,203
173,458156,John Wick: Chapter 3 - Parabellum,en,"[28, 53, 80]",2019-05-15,122.438,7.4,9707
174,613504,After We Collided,en,"[10749, 18]",2020-09-02,122.315,7.2,5050
175,664767,Mortal Kombat Legends: Scorpion's Revenge,en,"[16, 28, 14]",2020-04-12,121.108,8.1,1286
176,138843,The Conjuring,en,"[27, 53]",2013-07-18,120.269,7.5,10679
177,335984,Blade Runner 2049,en,"[878, 18]",2017-10-04,119.978,7.5,12323
178,1000475,River Wild,en,"[9648, 53, 12]",2023-08-01,119.734,6.6,94
179,445651,The Darkest Minds,en,"[28, 12, 18]",2018-07-25,119.591,7.1,2616
180,1165500,Marvel Studios Assembled: The Making of Secret Invasion,en,[99],2023-09-20,119.352,3.8,5
181,353577,Love at First Sight,en,"[10749, 18]",2023-09-15,118.596,7.4,188
182,383498,Deadpool 2,en,"[28, 35, 12]",2018-05-10,117.76,7.5,16319
183,893723,PAW Patrol: The Mighty Movie,en,"[16, 10751, 35, 28, 878]",2023-09-21,117.578,8.3,7
184,616037,Thor: Love and Thunder,en,"[14, 28, 35]",2022-07-06,117.496,6.5,6506
185,814776,Bottoms,en,[35],2023-08-25,116.459,7.1,53
186,961420,Kingdom 2: Far and Away,ja,"[28, 12, 10752]",2022-07-15,116.395,7.2,51
187,807172,The Exorcist: Believer,en,[27],2023-10-04,115.956,0.0,0
188,986054,Theater Camp,en,[35],2023-07-13,115.818,6.5,52
189,675353,Sonic the Hedgehog 2,en,"[28, 12, 10751, 35]",2022-04-08,114.862,7.6,4220
190,1036561,Shadow Master,en,"[28, 14, 53]",2022-11-03,114.34,6.8,84
191,812225,Black Clover: Sword of the Wizard King,ja,"[16, 14, 28, 12]",2023-06-16,114.094,8.2,194
192,673,Harry Potter and the Prisoner of Azkaban,en,"[12, 14]",2004-05-31,113.903,8.0,20032
193,13,Forrest Gump,en,"[35, 18, 10749]",1994-06-23,113.617,8.5,25403
194,14836,Coraline,en,"[16, 10751, 14]",2009-02-05,113.526,7.9,6948
195,832502,The Monkey King,en,"[16, 14, 12, 10751, 35]",2023-08-11,113.248,6.8,170
196,436270,Black Adam,en,"[28, 12, 878]",2022-10-19,113.053,7.0,5464
197,965645,Marlon Wayans Presents: The Headliners,en,[35],2022-04-21,112.61,4.0,2
198,126889,Alien: Covenant,en,"[878, 27, 9648]",2017-05-09,112.505,6.1,7820
199,12445,Harry Potter and the Deathly Hallows: Part 2,en,"[14, 12]",2011-07-12,112.476,8.1,19179
200,106646,The Wolf of Wall Street,en,"[80, 18, 35]",2013-12-25,112.269,8.0,22212
201,269149,Zootopia,en,"[16, 12, 10751, 35]",2016-02-11,112.13,7.7,15224
202,154200,The Blue Room,es,"[18, 10749]",2002-05-04,111.804,5.1,16
203,893712,Sword Art Online the Movie -Progressive- Scherzo of Deep Night,ja,"[16, 28, 14, 878]",2022-10-22,111.768,7.6,132
204,214,Saw III,en,"[27, 53, 80]",2006-10-26,111.465,6.4,4008
205,1165223,My First Barbie: Happy DreamDay,en,"[10751, 16]",2023-02-13,110.667,6.5,12
206,150540,Inside Out,en,"[16, 10751, 12, 18, 35]",2015-06-09,110.578,7.9,19457
207,810693,Jujutsu Kaisen 0,ja,"[16, 28, 14]",2021-12-24,110.538,8.2,1060
208,1070514,Zom 100: Bucket List of the Dead,ja,"[35, 27, 28]",2023-08-03,110.492,6.8,387
209,890771,The Black Demon,en,"[27, 53]",2023-04-26,109.308,6.2,510
210,384018,Fast & Furious Presents: Hobbs & Shaw,en,"[28, 12, 35]",2019-08-01,109.146,6.9,6615
211,769,GoodFellas,en,"[18, 80]",1990-09-12,109.136,8.5,11721
212,750209,Dangerous Lesson,ko,[18],2020-10-02,109.068,5.3,4
213,985939,Fall,en,[53],2022-08-11,108.706,7.3,3211
214,453395,Doctor Strange in the Multiverse of Madness,en,"[14, 28, 12]",2022-05-04,108.555,7.4,7985
215,536554,M3GAN,en,"[878, 27]",2022-12-28,108.519,7.2,3207
216,597,Titanic,en,"[18, 10749]",1997-11-18,108.314,7.9,23628
217,981314,Alien Invasion,en,"[878, 27]",2023-05-11,108.166,5.5,46
218,348,Alien,en,"[27, 878]",1979-05-25,107.78,8.1,13202
219,260346,Taken 3,en,"[53, 28]",2014-12-16,107.513,6.2,5358
220,345940,The Meg,en,"[28, 878, 27]",2018-08-09,107.482,6.3,7012
221,497,The Green Mile,en,"[14, 18, 80]",1999-12-10,107.251,8.5,15935
222,209112,Batman v Superman: Dawn of Justice,en,"[28, 12, 14]",2016-03-23,107.218,6.0,17079
223,47570,Maid in Sweden,en,[18],1971-11-03,107.039,4.4,27
224,1146348,"Scooby-Doo! And Krypto, Too!",en,"[16, 10751, 9648, 14]",2023-09-26,107.01,8.0,8
225,885021,Lit­tle Allan — The Human Antenna,da,"[16, 12, 10751]",2022-07-21,106.761,7.8,18
226,420818,The Lion King,en,"[12, 18, 10751, 16]",2019-07-12,106.702,7.1,9325
227,866346,The Retirement Plan,en,"[35, 28]",2023-08-24,106.48,6.8,13
228,3933,Corpse Bride,en,"[10749, 14, 16]",2005-09-12,106.261,7.5,8215
229,760104,X,en,"[27, 9648, 53]",2022-03-17,105.399,6.7,2225
230,215,Saw II,en,[27],2005-10-28,105.102,6.6,4788
231,1010826,Killer Book Club,es,"[27, 53]",2023-08-25,104.518,5.8,157
232,508947,Turning Red,en,"[16, 10751, 35, 14]",2022-03-10,104.513,7.4,4480
233,9479,The Nightmare Before Christmas,en,"[14, 16, 10751]",1993-10-09,104.437,7.8,8482
234,298250,Jigsaw,en,"[27, 9648, 53]",2017-10-25,104.391,6.2,3300
235,293660,Deadpool,en,"[28, 12, 35]",2016-02-09,103.899,7.6,28888
236,425909,Ghostbusters: Afterlife,en,"[14, 35, 12]",2021-11-11,103.65,7.5,3893
237,1030587,Doraemon: Nobita's Sky Utopia,ja,"[16, 12, 878]",2023-03-03,103.132,7.0,19
238,1064517,Fist of the Condor,es,[28],2023-04-04,103.125,7.4,52
239,27205,Inception,en,"[28, 878, 12]",2010-07-15,102.99,8.4,34488
240,854881,The Haunting of the Tower of London,en,"[27, 36]",2022-06-27,102.865,6.3,12
241,1001811,My Big Fat Greek Wedding 3,en,"[10749, 35]",2023-09-07,102.689,6.0,19
242,646385,Scream,en,"[27, 9648, 53]",2022-01-12,102.612,6.7,2732
243,1061656,Perpetrator,en,[27],2023-09-14,102.27,3.9,11
244,1000081,Sentinelle,fr,"[28, 35, 80]",2023-08-27,101.427,5.2,128
245,387810,Hot Neighbors,ko,"[18, 10749]",2016-01-28,100.665,6.2,3
246,8587,The Lion King,en,"[10751, 16, 18]",1994-06-24,100.562,8.3,16987
247,370172,No Time to Die,en,"[28, 53, 10749]",2021-09-29,100.045,7.4,5501
248,436969,The Suicide Squad,en,"[28, 35, 12]",2021-07-28,99.989,7.6,7690
249,284053,Thor: Ragnarok,en,"[28, 12, 878]",2017-10-02,99.657,7.6,19534
250,49026,The Dark Knight Rises,en,"[28, 80, 18, 53]",2012-07-17,99.408,7.8,21332
251,602734,Spiral: From the Book of Saw,en,"[27, 80, 9648]",2021-05-12,99.37,6.0,1656
252,228150,Fury,en,"[10752, 18, 28]",2014-10-15,99.315,7.5,11017
253,2062,Ratatouille,en,"[16, 35, 10751, 14]",2007-06-28,98.906,7.8,15725
254,429,"The Good, the Bad and the Ugly",it,[37],1966-12-23,98.437,8.5,7748
255,284052,Doctor Strange,en,"[28, 12, 14]",2016-10-25,98.382,7.4,20928
256,808,Shrek,en,"[16, 35, 14, 12, 10751]",2001-05-18,98.368,7.7,15764
257,438631,Dune,en,"[878, 12]",2021-09-15,98.064,7.8,9414
258,457232,Lamborghini: The Man Behind the Legend,en,"[18, 36]",2022-11-18,97.884,6.3,318
259,24428,The Avengers,en,"[878, 28, 12]",2012-04-25,97.857,7.7,29160
260,299534,Avengers: Endgame,en,"[12, 878, 28]",2019-04-24,97.331,8.3,23852
261,1150394,La Leyenda de los Chaneques,es,"[16, 35, 10751, 27]",2023-07-14,97.312,8.5,175
262,296271,The Devil Conspiracy,en,"[27, 14, 878, 53]",2023-01-13,97.143,6.4,282
263,109445,Frozen,en,"[16, 10751, 12, 14]",2013-11-20,96.93,7.2,15517
264,1013988,Lobis. Unknown Trasures,lt,[10751],2022-02-04,96.734,0.0,0
265,337167,Fifty Shades Freed,en,"[18, 10749]",2018-01-17,96.703,6.7,7508
266,999278,The Goldsmith,it,"[27, 53]",2022-10-08,96.609,7.3,10
267,545611,Everything Everywhere All at Once,en,"[28, 12, 878]",2022-03-24,96.583,7.8,5203
268,191561,Yu Pui Tsuen III,zh,[18],1996-08-10,96.485,6.0,12
269,1143190,Fear the Night,en,"[28, 53]",2023-07-21,96.441,6.4,129
270,14160,Up,en,"[16, 35, 10751, 12]",2009-05-28,96.439,7.9,18853
271,676547,Prey for the Devil,en,"[27, 53]",2022-10-23,96.419,7.1,778
272,260358,Women in Heat Behind Bars,ja,"[28, 80, 53]",1987-12-05,96.365,4.7,6
273,580489,Venom: Let There Be Carnage,en,"[878, 28, 12]",2021-09-30,96.035,6.8,9176
274,585083,Hotel Transylvania: Transformania,en,"[16, 35, 10751, 12, 14]",2022-02-25,96.005,7.0,1640
275,10144,The Little Mermaid,en,"[16, 10751, 14]",1989-11-17,95.956,7.4,7315
276,646389,Plane,en,"[28, 12, 53]",2023-01-12,95.521,7.0,1744
277,359724,Ford v Ferrari,en,"[18, 28, 36]",2019-11-13,95.428,8.0,6962
278,729854,Concrete Utopia,ko,"[53, 878, 18]",2023-08-09,95.388,7.6,5
279,588228,The Tomorrow War,en,"[28, 878, 12]",2021-09-03,95.249,7.6,2800
280,841755,Mortal Kombat Legends: Battle of the Realms,en,"[16, 28, 14]",2021-08-31,95.122,7.7,390
281,41439,Saw 3D,en,"[27, 80]",2010-10-22,95.048,6.0,2662
282,633374,Remember,ko,"[53, 28, 18]",2022-10-26,94.98,7.4,52
283,177572,Big Hero 6,en,"[12, 10751, 16, 28, 35]",2014-10-24,94.919,7.7,14730
284,1164489,Rick and Morty vs. Genocider,en,[],2020-07-25,94.881,6.5,1
285,9552,The Exorcist,en,[27],1973-12-26,94.787,7.7,7246
286,466420,Killers of the Flower Moon,en,"[80, 18, 53]",2023-10-18,94.711,0.0,0
287,216015,Fifty Shades of Grey,en,"[18, 10749, 53]",2015-02-11,94.659,5.9,11098
288,345887,The Equalizer 2,en,"[28, 53, 80]",2018-07-19,94.566,6.7,4652
289,112160,Sexual Chronicles of a French Family,fr,"[35, 18]",2012-05-09,94.282,5.1,264
290,321612,Beauty and the Beast,en,"[10751, 14, 10749]",2017-03-16,94.147,7.0,14869
291,27578,The Expendables,en,"[53, 12, 28]",2010-08-03,94.122,6.2,7222
292,22,Pirates of the Caribbean: The Curse of the Black Pearl,en,"[12, 14, 28]",2003-07-09,94.052,7.8,19231
293,936952,Sitting in Bars with Cake,en,"[10749, 35, 18]",2023-09-07,94.012,7.4,44
294,1168715,BJJ: Woman on Top,tl,[10749],2023-09-29,93.981,0.0,0
295,138103,The Expendables 3,en,"[28, 12, 53]",2014-08-07,93.548,6.2,4606
296,8920,Garfield,en,"[16, 35, 10751]",2004-06-10,93.415,5.7,3626
297,249397,Nymphomaniac: Vol. II,en,"[18, 9648]",2013-12-25,93.145,6.8,2673
298,585,"Monsters, Inc.",en,"[16, 35, 10751]",2001-11-01,92.902,7.8,17186
299,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,ja,"[16, 14, 12]",2022-11-25,92.894,7.7,276
300,572802,Aquaman and the Lost Kingdom,en,"[28, 12, 14]",2023-12-14,92.893,0.0,0
301,47964,A Good Day to Die Hard,en,"[28, 53]",2013-02-06,92.669,5.3,6051
302,930094,"Red, White & Royal Blue",en,"[35, 10749]",2023-07-27,92.618,8.2,798
303,73723,The Lorax,en,"[16, 10751]",2012-03-01,92.54,6.5,3211
304,852881,Pretty Young Sister 4,ko,"[18, 10749]",2021-01-15,92.32,7.7,3
305,804150,Cocaine Bear,en,"[53, 35, 80]",2023-02-22,92.139,6.2,1440
306,329865,Arrival,en,"[18, 878, 9648]",2016-11-10,91.921,7.6,16563
307,373571,Godzilla: King of the Monsters,en,"[878, 28]",2019-05-29,91.899,6.7,5476
308,198663,The Maze Runner,en,"[28, 9648, 878, 53]",2014-09-10,91.858,7.2,15898
309,700391,65,en,"[878, 28, 12]",2023-03-02,91.515,6.1,1642
310,301528,Toy Story 4,en,"[10751, 12, 16, 35, 14]",2019-06-19,91.473,7.5,9093
311,438148,Minions: The Rise of Gru,en,"[16, 35, 10751]",2022-06-29,91.335,7.4,3059
312,395992,Life,en,"[27, 878, 9648, 53]",2017-03-22,91.181,6.4,6808
313,966220,Sniper: The White Raven,uk,"[10752, 28, 18]",2022-05-03,91.104,7.7,514
314,767852,The Mercator Trail,nl,"[12, 10751]",2022-03-30,90.746,5.0,1
315,181808,Star Wars: The Last Jedi,en,"[12, 28, 878]",2017-12-13,90.639,6.8,14310
316,396263,GANTZ:O,ja,"[878, 28, 16]",2016-10-14,90.4,7.3,682
317,466272,Once Upon a Time… in Hollywood,en,"[35, 18, 53]",2019-07-24,90.357,7.4,12230
318,1104670,Pillow Party Massacre,en,"[27, 53]",2023-02-03,90.321,4.7,13
319,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,"[28, 16, 12, 14, 53]",2020-10-16,89.731,8.3,3409
320,507089,Five Nights at Freddy's,en,"[27, 53]",2023-10-19,89.696,0.0,0
321,372058,Your Name.,ja,"[10749, 16, 18]",2016-08-26,89.211,8.5,10298
322,315635,Spider-Man: Homecoming,en,"[28, 12, 878, 18]",2017-07-05,88.972,7.3,20504
323,1175107,My Otaku Girlfriend,es,[18],2023-09-28,88.908,10.0,1
324,863,Toy Story 2,en,"[16, 35, 10751]",1999-10-30,88.765,7.6,12903
325,337339,The Fate of the Furious,en,"[28, 80, 53]",2017-04-12,88.712,6.9,9715
326,829560,The Next 365 Days,pl,"[10749, 18]",2022-08-19,88.625,6.5,859
327,3134,Baise-moi,fr,"[80, 18, 10749, 53]",2000-06-28,88.544,4.8,388
328,4255,The Party at Kitty and Stud's,en,"[35, 18]",1970-02-10,88.474,3.6,61
329,297762,Wonder Woman,en,"[28, 12, 14]",2017-05-30,88.262,7.2,18952
330,424,Schindler's List,en,"[18, 36, 10752]",1993-12-15,88.226,8.6,14589
331,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),en,"[28, 80]",2020-02-05,88.211,7.0,9653
332,624860,The Matrix Resurrections,en,"[878, 28, 12]",2021-12-16,88.204,6.5,5015
333,147441,Exodus: Gods and Kings,en,"[12, 18, 28]",2014-12-03,87.977,5.8,4249
334,185664,Nun in Rope Hell,ja,[18],1984-05-25,87.965,5.5,10
335,996720,Feed Me,en,"[27, 35]",2022-10-06,87.944,5.3,13
336,98566,Teenage Mutant Ninja Turtles,en,"[878, 28, 12, 35]",2014-08-07,87.869,5.9,6390
337,19995,Avatar,en,"[28, 12, 14, 878]",2009-12-15,87.867,7.6,29809
338,296096,Me Before You,en,"[18, 10749]",2016-06-01,87.73,7.9,11410
339,177677,Mission: Impossible - Rogue Nation,en,"[28, 12]",2015-07-23,87.727,7.2,8180
340,354278,Che dottoressa ragazzi!,it,[35],1976-08-12,87.363,5.3,7
341,663712,Terrifier 2,en,"[27, 53]",2022-10-06,87.315,6.8,1390
342,11917,Saw V,en,"[27, 53, 80]",2008-10-23,87.242,6.2,3101
343,49051,The Hobbit: An Unexpected Journey,en,"[12, 14, 28]",2012-12-12,87.143,7.3,17351
344,22804,Saw VI,en,"[27, 53]",2009-10-22,87.103,6.3,2819
345,1074034,Ambush,en,"[10752, 28, 53]",2023-02-24,86.963,6.3,50
346,1115710,The Mount 2,en,[27],2023-05-12,86.872,5.5,16
347,829557,365 Days: This Day,pl,"[10749, 18]",2022-04-27,86.613,5.8,1207
348,842675,The Wandering Earth II,zh,"[878, 28, 18]",2023-01-22,86.39,7.2,351
349,799379,Project Wolf Hunting,ko,"[28, 53, 27]",2022-09-21,86.33,6.4,257
350,585511,Luck,en,"[16, 12, 35, 14]",2022-08-05,86.157,7.8,1442
351,122917,The Hobbit: The Battle of the Five Armies,en,"[28, 12, 14]",2014-12-10,86.149,7.3,13295
352,11,Star Wars,en,"[12, 28, 878]",1977-05-25,86.062,8.2,19152
353,8966,Twilight,en,"[14, 18, 10749]",2008-11-20,85.925,6.3,12635
354,4935,Howl's Moving Castle,ja,"[14, 16, 12]",2004-09-09,85.916,8.4,8715
355,986070,The Wrath of Becky,en,"[28, 27, 53]",2023-05-26,85.608,6.7,145
356,735744,No Way Out,en,"[27, 53, 18, 9648]",2021-04-15,85.468,6.5,2
357,438695,Sing 2,en,"[16, 10751]",2021-12-01,85.426,7.9,3919
358,40348,Black Emanuelle,it,"[18, 10749, 12]",1975-11-27,85.421,4.7,70
359,10138,Iron Man 2,en,"[12, 28, 878]",2010-04-28,85.279,6.8,19752
360,820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,ja,"[28, 16, 14]",2019-03-29,85.042,7.9,164
361,758769,Unwelcome,en,[27],2023-01-27,84.995,5.9,96
362,259693,The Conjuring 2,en,"[27, 53]",2016-06-08,84.931,7.3,7768
363,496243,Parasite,ko,"[35, 53, 18]",2019-05-30,84.728,8.5,16421
364,86331,Desire,fr,"[18, 10749]",2011-10-06,84.672,6.0,754
365,610150,Dragon Ball Super: Super Hero,ja,"[16, 878, 28]",2022-06-11,84.611,7.9,2550
366,348350,Solo: A Star Wars Story,en,"[878, 12, 28]",2018-05-15,84.484,6.6,7904
367,76341,Mad Max: Fury Road,en,"[28, 12, 878]",2015-05-13,84.426,7.6,20908
368,166426,Pirates of the Caribbean: Dead Men Tell No Tales,en,"[12, 28, 14]",2017-05-23,84.333,6.6,11172
369,921636,The Out-Laws,en,"[10749, 28, 35]",2023-07-07,84.108,6.2,492
370,499338,I Believe,en,"[10751, 18]",2019-06-06,84.082,7.3,104
